customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-12167,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,38.52,771.49,No
CUST-12168,Female,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,36.22,1015.96,Yes
CUST-12169,Female,0,No,Yes,29,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,52.45,1485.16,No
CUST-12170,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card,60.68,2282.16,No
CUST-12171,Male,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,69.87,1670.64,No
CUST-12172,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,66.63,413.39,Yes
CUST-12173,Female,0,No,Yes,57,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,45.61,2519.26,No
CUST-12174,Female,0,No,Yes,15,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,20.98,329.3,No
CUST-12175,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,79.72,5661.46,No
CUST-12176,Female,0,No,No,0,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,58.37,0.0,No
CUST-12177,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,48.46,219.38,No
CUST-12178,Male,1,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,106.43,179.88,No
CUST-12179,Male,1,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,94.17,6043.5,No
CUST-12180,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,105.49,383.34,No
CUST-12181,Female,0,No,No,63,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer,68.49,4302.13,No
CUST-12182,Male,1,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.35,377.12,Yes
CUST-12183,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,89.01,1782.7,Yes
CUST-12184,Male,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,39.02,1713.28,No
CUST-12185,Male,0,Yes,No,26,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,63.01,1680.74,No
CUST-12186,Female,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,24.63,1595.32,No
CUST-12187,Female,1,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,102.18,4139.83,No
CUST-12188,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,30.85,390.87,No
CUST-12189,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,110.12,864.57,No
CUST-12190,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,106.15,3791.3,No
CUST-12191,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,65.39,3702.26,No
CUST-12192,Female,0,No,No,53,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.93,4870.01,No
CUST-12193,Male,1,No,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,81.18,937.01,Yes
CUST-12194,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card,99.91,1316.33,No
CUST-12195,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer,62.04,2111.51,No
CUST-12196,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.15,5059.72,No
CUST-12197,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,65.17,1225.87,No
CUST-12198,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,113.98,1691.7,Yes
CUST-12199,Female,0,No,No,69,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,67.61,4711.78,No
CUST-12200,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.19,3617.99,No
CUST-12201,Female,0,No,Yes,57,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,98.08,5601.3,No
CUST-12202,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,101.8,316.46,Yes
CUST-12203,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.56,166.13,No
CUST-12204,Male,0,No,No,19,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,36.34,728.89,No
CUST-12205,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,65.71,630.85,No
CUST-12206,Female,1,No,Yes,23,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,116.74,2799.58,Yes
CUST-12207,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.8,2393.54,No
CUST-12208,Female,1,No,No,36,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,100.74,3658.26,Yes
CUST-12209,Male,0,Yes,Yes,53,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,21.35,1155.43,No
CUST-12210,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.72,1279.56,No
CUST-12211,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,83.96,3168.99,No
CUST-12212,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.66,4616.91,No
CUST-12213,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,23.03,59.44,No
CUST-12214,Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,104.95,6185.31,No
CUST-12215,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,73.94,4137.34,No
CUST-12216,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,38.13,1653.4,No
CUST-12217,Female,0,No,Yes,19,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,50.36,967.6,No
CUST-12218,Male,0,No,No,16,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,46.76,743.33,No
CUST-12219,Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.15,5041.41,No
CUST-12220,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,23.27,94.3,Yes
CUST-12221,Female,0,No,Yes,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,34.17,448.0,No
CUST-12222,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.89,174.07,Yes
CUST-12223,Female,0,Yes,No,57,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card,31.53,1759.03,No
CUST-12224,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.81,2262.66,No
CUST-12225,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.24,155.39,No
CUST-12226,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,70.75,1586.32,No
CUST-12227,Male,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,95.89,3124.15,No
CUST-12228,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,63.63,1858.02,No
CUST-12229,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,98.57,1833.94,No
CUST-12230,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,81.07,2449.49,No
CUST-12231,Female,0,Yes,No,59,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.54,1787.2,Yes
CUST-12232,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.95,1999.56,No
CUST-12233,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,62.58,1133.55,No
CUST-12234,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.48,2889.69,No
CUST-12235,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,93.84,5859.52,No
CUST-12236,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,77.24,1668.89,No
CUST-12237,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.59,1311.36,Yes
CUST-12238,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,35.42,1026.92,No
CUST-12239,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,41.14,2365.26,No
CUST-12240,Female,1,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,76.7,2270.68,No
CUST-12241,Male,0,No,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,61.19,3736.81,No
CUST-12242,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.52,1289.18,No
CUST-12243,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card,35.41,1712.34,No
CUST-12244,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,85.62,3770.04,No
CUST-12245,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.96,5638.04,No
CUST-12246,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,44.31,2376.21,No
CUST-12247,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,68.13,1056.8,No
CUST-12248,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,117.5,7268.34,Yes
CUST-12249,Male,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.99,2335.79,No
CUST-12250,Male,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,78.69,4371.66,No
CUST-12251,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,27.2,1138.52,Yes
CUST-12252,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,79.81,2489.87,No
CUST-12253,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.14,384.03,No
CUST-12254,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,115.84,8024.6,No
CUST-12255,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,91.0,247.51,Yes
CUST-12256,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,98.39,1814.01,No
CUST-12257,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,89.82,4169.42,No
CUST-12258,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,78.15,1100.55,No
CUST-12259,Female,0,No,No,69,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.89,4290.23,Yes
CUST-12260,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,105.55,4905.08,No
CUST-12261,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,115.6,928.4,No
CUST-12262,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,68.9,1072.02,No
CUST-12263,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,113.02,7674.1,No
CUST-12264,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,77.5,4730.23,No
CUST-12265,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,72.92,637.19,No
CUST-12266,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card,64.36,3021.85,Yes
CUST-12267,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.35,34.23,No
CUST-12268,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,18.38,1293.33,No
CUST-12269,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,42.63,2139.45,No
CUST-12270,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,69.99,1253.69,No
CUST-12271,Female,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,56.76,2277.84,No
CUST-12272,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.75,2168.42,Yes
CUST-12273,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.03,5310.63,No
CUST-12274,Female,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.73,1342.02,No
CUST-12275,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,64.12,4387.04,No
CUST-12276,Female,0,Yes,No,63,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer,31.62,2001.15,No
CUST-12277,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,22.89,811.43,No
CUST-12278,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,97.09,4610.19,Yes
CUST-12279,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,76.21,1592.2,No
CUST-12280,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,95.59,6121.25,Yes
CUST-12281,Female,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,33.29,220.37,Yes
CUST-12282,Male,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.33,5301.72,Yes
CUST-12283,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,43.87,47.86,Yes
CUST-12284,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,41.26,1478.01,No
CUST-12285,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,19.18,624.7,Yes
CUST-12286,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,31.29,0.0,No
CUST-12287,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,49.55,1134.86,No
CUST-12288,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.92,1685.21,No
CUST-12289,Female,1,No,No,69,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,118.56,8111.02,No
CUST-12290,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,49.48,2059.57,No
CUST-12291,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,31.29,1733.63,No
CUST-12292,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.31,1658.38,No
CUST-12293,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,77.95,4505.97,No
CUST-12294,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.53,1442.78,Yes
CUST-12295,Male,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,105.97,5997.42,No
CUST-12296,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,116.07,3480.49,No
CUST-12297,Male,0,No,Yes,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,43.17,1005.91,No
CUST-12298,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,63.91,2214.86,No
CUST-12299,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,20.26,594.85,No
CUST-12300,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,83.35,1964.27,No
CUST-12301,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,60.22,1766.99,No
CUST-12302,Female,0,No,No,6,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,45.55,302.08,No
CUST-12303,Female,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.1,1246.24,No
CUST-12304,Male,0,Yes,Yes,54,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,84.71,4681.25,No
CUST-12305,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.45,703.29,Yes
CUST-12306,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,36.33,334.79,No
CUST-12307,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,88.29,1316.83,No
CUST-12308,Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,75.64,4003.57,No
CUST-12309,Male,0,No,No,69,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,105.58,7328.51,No
CUST-12310,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,29.98,1253.75,No
CUST-12311,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.14,7044.44,No
CUST-12312,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card,86.7,3757.47,No
CUST-12313,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.73,1691.26,No
CUST-12314,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,88.87,4990.02,No
CUST-12315,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card,63.04,1292.66,No
CUST-12316,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.39,7704.73,No
CUST-12317,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.44,1689.13,No
CUST-12318,Male,1,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.57,2765.09,No
CUST-12319,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,56.96,357.91,No
CUST-12320,Male,1,No,No,69,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,115.6,7984.3,No
CUST-12321,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.66,696.63,No
CUST-12322,Male,1,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,116.14,3637.55,Yes
CUST-12323,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,109.95,2124.41,Yes
CUST-12324,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,45.58,601.65,No
CUST-12325,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,99.96,4734.11,No
CUST-12326,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,119.55,8418.92,No
CUST-12327,Male,1,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,43.77,819.32,No
CUST-12328,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,62.55,2574.05,No
CUST-12329,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.06,1773.21,Yes
CUST-12330,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,48.08,624.77,Yes
CUST-12331,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,19.56,1047.73,No
CUST-12332,Female,0,No,No,36,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,40.45,1364.87,No
CUST-12333,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,46.76,2627.55,No
CUST-12334,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,63.25,1220.23,No
CUST-12335,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,35.45,2428.26,No
CUST-12336,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,107.07,232.62,No
CUST-12337,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,89.9,3252.03,No
CUST-12338,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,26.69,1211.28,Yes
CUST-12339,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.31,1461.6,Yes
CUST-12340,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.67,900.54,Yes
CUST-12341,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card,115.53,6932.96,No
CUST-12342,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,18.31,715.64,No
CUST-12343,Male,0,Yes,No,32,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,43.29,1400.81,No
CUST-12344,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,112.63,5567.64,No
CUST-12345,Female,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,113.08,7526.4,Yes
CUST-12346,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,91.5,6356.94,No
